Position,IMDb_ID,Title,Year,IMDb_Rating,Directors,Genres,URL
377,tt0054073,The Cloud-Capped Star,1960,7.8,Ritwik Ghatak,Drama,https://www.imdb.com/title/tt0054073/
397,tt0055852,Cleo from 5 to 7,1962,7.8,Agnès Varda,"Comedy, Drama, Music",https://www.imdb.com/title/tt0055852/
399,tt0056663,Vivre sa vie,1962,7.8,Jean-Luc Godard,Drama,https://www.imdb.com/title/tt0056663/
418,tt0336693,The House Is Black,1963,7.8,Forugh Farrokhzad,"Documentary, Short",https://www.imdb.com/title/tt0336693/
419,tt0057163,Hud,1963,7.8,Martin Ritt,"Drama, Western",https://www.imdb.com/title/tt0057163/
436,tt0058642,Shadows of Forgotten Ancestors,1965,7.8,Sergei Parajanov,"Drama, Romance",https://www.imdb.com/title/tt0058642/
444,tt0058450,The Umbrellas of Cherbourg,1964,7.8,Jacques Demy,"Drama, Musical, Romance",https://www.imdb.com/title/tt0058450/
446,tt0058331,Mary Poppins,1964,7.8,Robert Stevenson,"Comedy, Family, Fantasy, Musical",https://www.imdb.com/title/tt0058331/
447,tt0058430,Onibaba,1964,7.8,Kaneto Shindô,"Drama, Horror, Thriller",https://www.imdb.com/title/tt0058430/
452,tt0059817,Tokyo Olympiad,1965,7.8,Kon Ichikawa,"Documentary, Sport",https://www.imdb.com/title/tt0059817/
479,tt0062136,Playtime,1967,7.8,Jacques Tati,Comedy,https://www.imdb.com/title/tt0062136/
490,tt0063278,Marketa Lazarová,1967,7.8,František Vláčil,"Drama, History, Romance",https://www.imdb.com/title/tt0063278/
496,tt0064356,The Cow,1969,7.8,Dariush Mehrjui,Drama,https://www.imdb.com/title/tt0064356/
507,tt0063350,Night of the Living Dead,1968,7.8,George A. Romero,"Horror, Thriller",https://www.imdb.com/title/tt0063350/
515,tt0064665,Midnight Cowboy,1969,7.8,John Schlesinger,Drama,https://www.imdb.com/title/tt0064665/
523,tt0064612,My Night at Maud's,1969,7.8,Éric Rohmer,"Comedy, Drama, Romance",https://www.imdb.com/title/tt0064612/
539,tt0065780,Gimme Shelter,1970,7.8,"Albert Maysles, David Maysles, Charlotte Zwerin","Documentary, Music, Thriller",https://www.imdb.com/title/tt0065780/
545,tt0067992,Willy Wonka & the Chocolate Factory,1971,7.8,Mel Stuart,"Adventure, Comedy, Family, Fantasy, Musical",https://www.imdb.com/title/tt0067992/
551,tt0067185,Harold and Maude,1971,7.8,Hal Ashby,"Comedy, Drama, Romance",https://www.imdb.com/title/tt0067185/
564,tt0068182,"Aguirre, the Wrath of God",1972,7.8,Werner Herzog,"Action, Adventure, Biography, Drama, History",https://www.imdb.com/title/tt0068182/
565,tt0068327,Cabaret,1972,7.8,Bob Fosse,"Drama, Music, Musical, Romance",https://www.imdb.com/title/tt0068327/
599,tt0071129,Amarcord,1973,7.8,Federico Fellini,"Comedy, Drama",https://www.imdb.com/title/tt0071129/
616,tt0073800,The Travelling Players,1975,7.8,Theodoros Angelopoulos,"Drama, History, Music, War",https://www.imdb.com/title/tt0073800/
621,tt0073363,Manila in the Claws of Light,1975,7.8,Lino Brocka,"Drama, Mystery",https://www.imdb.com/title/tt0073363/
631,tt0075029,The Outlaw Josey Wales,1976,7.8,Clint Eastwood,"Drama, Western",https://www.imdb.com/title/tt0075029/
658,tt0077138,The Tree of Wooden Clogs,1978,7.8,Ermanno Olmi,"Drama, History",https://www.imdb.com/title/tt0077138/
661,tt0077402,Dawn of the Dead,1978,7.8,George A. Romero,"Horror, Thriller",https://www.imdb.com/title/tt0077402/
675,tt0079522,Manhattan,1979,7.8,Woody Allen,"Comedy, Drama, Romance",https://www.imdb.com/title/tt0079522/
722,tt0086197,The Right Stuff,1983,7.8,Philip Kaufman,"Adventure, Biography, Drama, History",https://www.imdb.com/title/tt0086197/
726,tt0084390,The Ballad of Narayama,1983,7.8,Shôhei Imamura,"Drama, Family, Mystery",https://www.imdb.com/title/tt0084390/
751,tt0088847,The Breakfast Club,1985,7.8,John Hughes,"Comedy, Drama",https://www.imdb.com/title/tt0088847/
795,tt0092603,Babette's Feast,1987,7.8,Gabriel Axel,Drama,https://www.imdb.com/title/tt0092603/
799,tt0094226,The Untouchables,1987,7.8,Brian De Palma,"Crime, Drama, Thriller",https://www.imdb.com/title/tt0094226/
831,tt0097123,Crimes and Misdemeanors,1989,7.8,Woody Allen,"Comedy, Drama",https://www.imdb.com/title/tt0097123/
834,tt0097441,Glory,1989,7.8,Edward Zwick,"Biography, Drama, History, War",https://www.imdb.com/title/tt0097441/
844,tt0096908,A City of Sadness,1989,7.8,Hsiao-Hsien Hou,"Drama, History",https://www.imdb.com/title/tt0096908/
1198,tt5168192,"I, Daniel Blake",2016,7.8,Ken Loach,Drama,https://www.imdb.com/title/tt5168192/
1211,tt5052448,Get Out,2017,7.8,Jordan Peele,"Horror, Mystery, Thriller",https://www.imdb.com/title/tt5052448/
1234,tt3281548,Little Women,2019,7.8,Greta Gerwig,"Drama, Romance",https://www.imdb.com/title/tt3281548/
18,tt0014341,Our Hospitality,1923,7.7,"John G. Blystone, Buster Keaton","Comedy, Romance, Thriller",https://www.imdb.com/title/tt0014341/
25,tt0015400,The Thief of Bagdad,1924,7.7,Raoul Walsh,"Adventure, Family, Fantasy, Romance",https://www.imdb.com/title/tt0015400/
36,tt0018528,The Unknown,1927,7.7,Tod Browning,"Drama, Horror, Romance, Thriller",https://www.imdb.com/title/tt0018528/
49,tt0018737,Pandora's Box,1929,7.7,Georg Wilhelm Pabst,"Crime, Drama, Romance",https://www.imdb.com/title/tt0018737/
61,tt0021884,Frankenstein,1931,7.7,James Whale,"Drama, Horror, Sci-Fi, Thriller",https://www.imdb.com/title/tt0021884/
72,tt0023427,Scarface,1932,7.7,"Howard Hawks, Richard Rosson","Action, Crime, Drama, Film-Noir, Thriller",https://www.imdb.com/title/tt0023427/
79,tt0023969,Duck Soup,1933,7.7,Leo McCarey,"Comedy, Musical",https://www.imdb.com/title/tt0023969/
81,tt0024069,Gold Diggers of 1933,1933,7.7,Mervyn LeRoy,"Comedy, Drama, Musical",https://www.imdb.com/title/tt0024069/
88,tt0195256,The Goddess,1934,7.7,Yonggang Wu,Drama,https://www.imdb.com/title/tt0195256/
98,tt0026174,Captain Blood,1935,7.7,Michael Curtiz,"Action, Adventure, History, Romance",https://www.imdb.com/title/tt0026174/
99,tt0027125,Top Hat,1935,7.7,Mark Sandrich,"Comedy, Musical, Romance",https://www.imdb.com/title/tt0027125/
108,tt0027532,Dodsworth,1936,7.7,William Wyler,"Drama, Romance",https://www.imdb.com/title/tt0027532/
125,tt0030522,Olympia Part One: Festival of the Nations,1938,7.7,Leni Riefenstahl,"Documentary, Sport",https://www.imdb.com/title/tt0030522/
127,tt0030341,The Lady Vanishes,1938,7.7,Alfred Hitchcock,"Crime, Drama, Mystery, Thriller",https://www.imdb.com/title/tt0030341/
142,tt0032455,Fantasia,1940,7.7,"James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen","Animation, Family, Fantasy, Music, Musical",https://www.imdb.com/title/tt0032455/
146,tt0032811,The Mortal Storm,1940,7.7,Frank Borzage,Drama,https://www.imdb.com/title/tt0032811/
151,tt0034167,Sergeant York,1941,7.7,Howard Hawks,"Biography, Drama, History, Romance, War",https://www.imdb.com/title/tt0034167/
152,tt0033804,The Lady Eve,1941,7.7,Preston Sturges,"Comedy, Romance",https://www.imdb.com/title/tt0033804/
184,tt0051790,"Ivan the Terrible, Part II: The Boyars' Plot",1946,7.7,Sergei Eisenstein,"Biography, Drama, History",https://www.imdb.com/title/tt0051790/
198,tt0038669,The Killers,1946,7.7,Robert Siodmak,"Crime, Drama, Film-Noir, Mystery",https://www.imdb.com/title/tt0038669/
204,tt0038762,My Darling Clementine,1946,7.7,"John Ford, Lloyd Bacon","Drama, Romance, Western",https://www.imdb.com/title/tt0038762/
206,tt0039192,Black Narcissus,1947,7.7,"Michael Powell, Emeric Pressburger",Drama,https://www.imdb.com/title/tt0039192/
217,tt0040724,Red River,1948,7.7,"Howard Hawks, Arthur Rosson","Drama, Western",https://www.imdb.com/title/tt0040724/
248,tt0043265,The African Queen,1951,7.7,John Huston,"Adventure, Drama, Romance, War",https://www.imdb.com/title/tt0043265/
249,tt0043924,A Place in the Sun,1951,7.7,George Stevens,"Drama, Romance",https://www.imdb.com/title/tt0043924/
251,tt0042619,Diary of a Country Priest,1951,7.7,Robert Bresson,Drama,https://www.imdb.com/title/tt0042619/
252,tt0043456,The Day the Earth Stood Still,1951,7.7,Robert Wise,"Drama, Sci-Fi",https://www.imdb.com/title/tt0043456/
253,tt0045061,The Quiet Man,1952,7.7,John Ford,"Comedy, Drama, Romance",https://www.imdb.com/title/tt0045061/
257,tt0044391,The Bad and the Beautiful,1952,7.7,Vincente Minnelli,"Drama, Romance",https://www.imdb.com/title/tt0044391/
324,tt0049366,Invasion of the Body Snatchers,1956,7.7,Don Siegel,"Drama, Horror, Sci-Fi",https://www.imdb.com/title/tt0049366/
348,tt0052080,Ashes and Diamonds,1958,7.7,Andrzej Wajda,"Drama, Romance, War",https://www.imdb.com/title/tt0052080/
372,tt0053619,L'Avventura,1960,7.7,Michelangelo Antonioni,"Drama, Mystery, Romance",https://www.imdb.com/title/tt0053619/
383,tt0055471,Splendor in the Grass,1961,7.7,Elia Kazan,"Drama, Romance",https://www.imdb.com/title/tt0055471/
407,tt0056736,L'Eclisse,1962,7.7,Michelangelo Antonioni,"Drama, Romance",https://www.imdb.com/title/tt0056736/
416,tt0057490,The Servant,1963,7.7,Joseph Losey,Drama,https://www.imdb.com/title/tt0057490/
433,tt0058385,My Fair Lady,1964,7.7,George Cukor,"Drama, Family, Musical, Romance",https://www.imdb.com/title/tt0058385/
461,tt0059643,The Saragossa Manuscript,1965,7.7,Wojciech Has,"Adventure, Drama, Fantasy, History, Horror, Mystery",https://www.imdb.com/title/tt0059643/
483,tt0062873,The Young Girls of Rochefort,1967,7.7,Jacques Demy,"Comedy, Drama, Musical, Romance",https://www.imdb.com/title/tt0062873/
493,tt0061418,Bonnie and Clyde,1967,7.7,Arthur Penn,"Action, Biography, Crime, Drama",https://www.imdb.com/title/tt0061418/
546,tt0066993,The Devils,1971,7.7,Ken Russell,"Biography, Drama, History",https://www.imdb.com/title/tt0066993/
552,tt0067116,The French Connection,1971,7.7,William Friedkin,"Action, Crime, Drama, Thriller",https://www.imdb.com/title/tt0067116/
568,tt0068361,The Discreet Charm of the Bourgeoisie,1972,7.7,Luis Buñuel,"Comedy, Drama, Fantasy",https://www.imdb.com/title/tt0068361/
579,tt0070359,The Mother and the Whore,1973,7.7,Jean Eustache,"Drama, Romance",https://www.imdb.com/title/tt0070359/
581,tt0069762,Badlands,1973,7.7,Terrence Malick,"Action, Crime, Drama",https://www.imdb.com/title/tt0069762/
587,tt0070666,Serpico,1973,7.7,Sidney Lumet,"Biography, Crime, Drama, Thriller",https://www.imdb.com/title/tt0070666/
593,tt0072962,F for Fake,1973,7.7,"Orson Welles, Gary Graver, Oja Kodar, François Reichenbach",Documentary,https://www.imdb.com/title/tt0072962/
596,tt0070040,The Spirit of the Beehive,1973,7.7,Víctor Erice,"Drama, Fantasy",https://www.imdb.com/title/tt0070040/
610,tt0071230,Blazing Saddles,1974,7.7,Mel Brooks,"Comedy, Western",https://www.imdb.com/title/tt0071230/
643,tt0075276,Stroszek,1977,7.7,Werner Herzog,"Comedy, Drama",https://www.imdb.com/title/tt0075276/
650,tt0075902,Man of Marble,1977,7.7,Andrzej Wajda,Drama,https://www.imdb.com/title/tt0075902/
657,tt0077651,Halloween,1978,7.7,John Carpenter,"Horror, Thriller",https://www.imdb.com/title/tt0077651/
667,tt0079095,The Marriage of Maria Braun,1979,7.7,Rainer Werner Fassbinder,"Drama, Romance",https://www.imdb.com/title/tt0079095/
672,tt0078902,Breaking Away,1979,7.7,Peter Yates,"Comedy, Drama, Sport",https://www.imdb.com/title/tt0078902/
679,tt0079010,Christ Stopped at Eboli,1979,7.7,Francesco Rosi,Drama,https://www.imdb.com/title/tt0079010/
684,tt0081283,Ordinary People,1980,7.7,Robert Redford,Drama,https://www.imdb.com/title/tt0081283/
693,tt0080339,Airplane!,1980,7.7,"Jim Abrahams, David Zucker, Jerry Zucker",Comedy,https://www.imdb.com/title/tt0080339/
724,tt0084628,Sans Soleil,1983,7.7,Chris Marker,"Documentary, Drama",https://www.imdb.com/title/tt0084628/
728,tt0085482,El Norte,1983,7.7,Gregory Nava,"Adventure, Drama",https://www.imdb.com/title/tt0085482/
765,tt0089276,The Official Story,1985,7.7,Luis Puenzo,"Drama, History",https://www.imdb.com/title/tt0089276/
830,tt0098635,When Harry Met Sally...,1989,7.7,Rob Reiner,"Comedy, Drama, Romance",https://www.imdb.com/title/tt0098635/
837,tt0097202,The Killer,1989,7.7,John Woo,"Action, Crime, Drama, Thriller",https://www.imdb.com/title/tt0097202/
915,tt0109445,Clerks,1994,7.7,Kevin Smith,Comedy,https://www.imdb.com/title/tt0109445/
918,tt0111845,Through the Olive Trees,1994,7.7,Abbas Kiarostami,Drama,https://www.imdb.com/title/tt0111845/
958,tt0119250,Fireworks,1997,7.7,Takeshi Kitano,"Crime, Drama, Romance, Thriller",https://www.imdb.com/title/tt0119250/
1181,tt2488496,Star Wars: Episode VII - The Force Awakens,2015,7.7,J.J. Abrams,"Action, Adventure, Sci-Fi",https://www.imdb.com/title/tt2488496/
1257,tt14230458,Poor Things,2023,7.7,Yorgos Lanthimos,"Comedy, Drama, Romance, Sci-Fi",https://www.imdb.com/title/tt14230458/
5,tt0006864,Intolerance,1916,7.6,D.W. Griffith,"Drama, History",https://www.imdb.com/title/tt0006864/
14,tt0013427,Nanook of the North,1922,7.6,Robert J. Flaherty,Documentary,https://www.imdb.com/title/tt0013427/
16,tt0013257,Häxan,1922,7.6,Benjamin Christensen,"Documentary, Fantasy, Horror",https://www.imdb.com/title/tt0013257/
21,tt0015361,Strike,1925,7.6,Sergei Eisenstein,Drama,https://www.imdb.com/title/tt0015361/
40,tt0018051,The Kid Brother,1927,7.6,"Ted Wilde, Harold Lloyd, Lewis Milestone, J.A. Howe","Comedy, Drama, Family, Romance, Western",https://www.imdb.com/title/tt0018051/
52,tt0020697,The Blue Angel,1930,7.6,Josef von Sternberg,"Drama, Music, Romance",https://www.imdb.com/title/tt0020697/
62,tt0022286,The Public Enemy,1931,7.6,William A. Wellman,"Crime, Drama",https://www.imdb.com/title/tt0022286/
94,tt0026752,Mutiny on the Bounty,1935,7.6,Frank Lloyd,"Adventure, Biography, Drama, History, Romance",https://www.imdb.com/title/tt0026752/
95,tt0026029,The 39 Steps,1935,7.6,Alfred Hitchcock,"Crime, Mystery, Thriller",https://www.imdb.com/title/tt0026029/
111,tt0029453,Pépé le Moko,1937,7.6,Julien Duvivier,"Crime, Drama, Romance",https://www.imdb.com/title/tt0029453/
116,tt0029583,Snow White and the Seven Dwarfs,1937,7.6,"William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen","Animation, Adventure, Family, Fantasy, Musical, Romance",https://www.imdb.com/title/tt0029583/
118,tt0028597,The Awful Truth,1937,7.6,Leo McCarey,"Comedy, Romance",https://www.imdb.com/title/tt0028597/
126,tt0030523,Olympia Part Two: Festival of Beauty,1938,7.6,Leni Riefenstahl,"Documentary, Sport",https://www.imdb.com/title/tt0030523/
131,tt0031762,Only Angels Have Wings,1939,7.6,Howard Hawks,"Adventure, Drama, Romance",https://www.imdb.com/title/tt0031762/
132,tt0031225,Destry Rides Again,1939,7.6,George Marshall,"Comedy, Western",https://www.imdb.com/title/tt0031225/
134,tt0031514,Daybreak,1939,7.6,Marcel Carné,"Crime, Drama, Romance, Thriller",https://www.imdb.com/title/tt0031514/
162,tt0035015,The Magnificent Ambersons,1942,7.6,"Orson Welles, Fred Fleck, Robert Wise","Drama, Romance",https://www.imdb.com/title/tt0035015/
163,tt0035575,Yankee Doodle Dandy,1942,7.6,Michael Curtiz,"Biography, Drama, Family, Music, Musical",https://www.imdb.com/title/tt0035575/
164,tt0035093,Mrs. Miniver,1942,7.6,William Wyler,"Drama, Romance, War",https://www.imdb.com/title/tt0035093/
183,tt0037824,"Ivan the Terrible, Part I",1944,7.6,Sergei Eisenstein,"Biography, Drama, History",https://www.imdb.com/title/tt0037824/
195,tt0038823,Paisan,1946,7.6,Roberto Rossellini,"Drama, War",https://www.imdb.com/title/tt0038823/
201,tt0038559,Gilda,1946,7.6,Charles Vidor,"Drama, Film-Noir, Romance, Thriller",https://www.imdb.com/title/tt0038559/
210,tt0039677,Odd Man Out,1947,7.6,Carol Reed,"Crime, Drama, Film-Noir, Thriller",https://www.imdb.com/title/tt0039677/
225,tt0042530,Gun Crazy,1950,7.6,Joseph H. Lewis,"Crime, Drama, Film-Noir, Romance, Thriller",https://www.imdb.com/title/tt0042530/
238,tt0043137,Winchester '73,1950,7.6,Anthony Mann,"Action, Drama, Western",https://www.imdb.com/title/tt0043137/
265,tt0046187,Pickup on South Street,1953,7.6,Samuel Fuller,"Crime, Drama, Film-Noir, Mystery, Thriller",https://www.imdb.com/title/tt0046187/
273,tt0045793,From Here to Eternity,1953,7.6,Fred Zinnemann,"Drama, Romance, War",https://www.imdb.com/title/tt0045793/
276,tt0046303,Shane,1953,7.6,George Stevens,"Drama, Western",https://www.imdb.com/title/tt0046303/
292,tt0047136,Johnny Guitar,1954,7.6,Nicholas Ray,"Drama, Western",https://www.imdb.com/title/tt0047136/
299,tt0048356,Marty,1955,7.6,Delbert Mann,"Drama, Romance",https://www.imdb.com/title/tt0048356/
301,tt0048545,Rebel Without a Cause,1955,7.6,Nicholas Ray,Drama,https://www.imdb.com/title/tt0048545/
304,tt0047849,Bad Day at Black Rock,1955,7.6,John Sturges,"Crime, Drama, Mystery, Thriller, Western",https://www.imdb.com/title/tt0047849/
311,tt0048281,The Ladykillers,1955,7.6,Alexander Mackendrick,"Comedy, Crime",https://www.imdb.com/title/tt0048281/
315,tt0047811,All That Heaven Allows,1955,7.6,Douglas Sirk,"Drama, Romance",https://www.imdb.com/title/tt0047811/
325,tt0049261,Giant,1956,7.6,George Stevens,"Drama, Western",https://www.imdb.com/title/tt0049261/
335,tt0050539,The Incredible Shrinking Man,1957,7.6,Jack Arnold,"Horror, Sci-Fi",https://www.imdb.com/title/tt0050539/
367,tt0053459,Eyes Without a Face,1960,7.6,Georges Franju,"Drama, Horror",https://www.imdb.com/title/tt0053459/
373,tt0053472,Breathless,1960,7.6,Jean-Luc Godard,"Crime, Drama",https://www.imdb.com/title/tt0053472/
380,tt0054167,Peeping Tom,1960,7.6,Michael Powell,"Drama, Horror, Thriller",https://www.imdb.com/title/tt0054167/
390,tt0055614,West Side Story,1961,7.6,"Jerome Robbins, Robert Wise","Crime, Drama, Musical, Romance",https://www.imdb.com/title/tt0055614/
448,tt0058715,The Gospel According to St. Matthew,1964,7.6,Pier Paolo Pasolini,"Biography, Drama, History",https://www.imdb.com/title/tt0058715/
458,tt0059012,Chimes at Midnight,1965,7.6,Orson Welles,"Comedy, Drama, History, War",https://www.imdb.com/title/tt0059012/
470,tt0060955,Seconds,1966,7.6,John Frankenheimer,"Sci-Fi, Thriller",https://www.imdb.com/title/tt0060955/
487,tt0060802,Closely Watched Trains,1966,7.6,Jirí Menzel,"Comedy, Drama, Romance, War",https://www.imdb.com/title/tt0060802/
492,tt0061852,The Jungle Book,1967,7.6,Wolfgang Reitherman,"Animation, Adventure, Comedy, Family, Musical",https://www.imdb.com/title/tt0061852/
503,tt0063291,Memories of Underdevelopment,1968,7.6,Tomás Gutiérrez Alea,Drama,https://www.imdb.com/title/tt0063291/
531,tt0066498,The Ear,1970,7.6,Karel Kachyna,"Drama, Thriller",https://www.imdb.com/title/tt0066498/
543,tt0067411,McCabe & Mrs. Miller,1971,7.6,Robert Altman,"Drama, Western",https://www.imdb.com/title/tt0067411/
549,tt0067959,Walkabout,1971,7.6,Nicolas Roeg,"Adventure, Drama",https://www.imdb.com/title/tt0067959/
563,tt0068473,Deliverance,1972,7.6,John Boorman,"Adventure, Drama, Thriller",https://www.imdb.com/title/tt0068473/
586,tt0070034,Enter the Dragon,1973,7.6,Robert Clouse,"Action, Crime, Thriller",https://www.imdb.com/title/tt0070034/
598,tt0070544,Fantastic Planet,1973,7.6,René Laloux,"Animation, Sci-Fi",https://www.imdb.com/title/tt0070544/
623,tt0073440,Nashville,1975,7.6,Robert Altman,"Comedy, Drama, Music",https://www.imdb.com/title/tt0073440/
638,tt0074084,1900,1976,7.6,Bernardo Bertolucci,"Drama, History",https://www.imdb.com/title/tt0074084/
640,tt0075860,Close Encounters of the Third Kind,1977,7.6,Steven Spielberg,"Drama, Sci-Fi",https://www.imdb.com/title/tt0075860/
654,tt0076734,Soldier of Orange,1977,7.6,Paul Verhoeven,"Drama, Romance, Thriller, War",https://www.imdb.com/title/tt0076734/
664,tt0078243,The 36th Chamber of Shaolin,1978,7.6,Chia-Liang Liu,"Action, Adventure, Drama",https://www.imdb.com/title/tt0078243/
678,tt0079588,The Muppet Movie,1979,7.6,James Frawley,"Adventure, Comedy, Family, Musical",https://www.imdb.com/title/tt0079588/
760,tt0089853,The Purple Rose of Cairo,1985,7.6,Woody Allen,"Comedy, Fantasy, Romance",https://www.imdb.com/title/tt0089853/
761,tt0089960,Vagabond,1985,7.6,Agnès Varda,Drama,https://www.imdb.com/title/tt0089960/
779,tt0091064,The Fly,1986,7.6,David Cronenberg,"Drama, Horror, Sci-Fi",https://www.imdb.com/title/tt0091064/
805,tt0095341,Hôtel Terminus,1988,7.6,Marcel Ophüls,"Documentary, Biography, History, War",https://www.imdb.com/title/tt0095341/
814,tt0095705,The Naked Gun: From the Files of Police Squad!,1988,7.6,David Zucker,"Comedy, Crime",https://www.imdb.com/title/tt0095705/
824,tt0093870,RoboCop,1987,7.6,Paul Verhoeven,"Action, Crime, Sci-Fi, Thriller",https://www.imdb.com/title/tt0093870/
872,tt0101765,The Double Life of Véronique,1991,7.6,Krzysztof Kieslowski,"Drama, Fantasy, Music, Mystery, Romance",https://www.imdb.com/title/tt0101765/
893,tt0108122,Short Cuts,1993,7.6,Robert Altman,"Comedy, Drama",https://www.imdb.com/title/tt0108122/
899,tt0107156,The Wedding Banquet,1993,7.6,Ang Lee,"Comedy, Drama, Romance",https://www.imdb.com/title/tt0107156/
929,tt0112445,The White Balloon,1995,7.6,Jafar Panahi,"Drama, Family",https://www.imdb.com/title/tt0112445/
940,tt1979376,Toy Story 4,2019,7.6,Josh Cooley,"Animation, Adventure, Comedy, Family, Fantasy",https://www.imdb.com/title/tt1979376/
1065,tt0416991,Moolaadé,2003,7.6,Ousmane Sembene,Drama,https://www.imdb.com/title/tt0416991/
1136,tt1556190,Nostalgia for the Light,2010,7.6,Patricio Guzmán,Documentary,https://www.imdb.com/title/tt1556190/
1173,tt2802154,Leviathan,2014,7.6,Andrey Zvyagintsev,"Crime, Drama",https://www.imdb.com/title/tt2802154/
1190,tt4226388,Victoria,2015,7.6,Sebastian Schipper,"Crime, Drama, Romance, Thriller",https://www.imdb.com/title/tt4226388/
1219,tt6155172,Roma,2018,7.6,Alfonso Cuarón,Drama,https://www.imdb.com/title/tt6155172/
1251,tt19770238,Aftersun,2022,7.6,Charlotte Wells,Drama,https://www.imdb.com/title/tt19770238/
1252,tt17009710,Anatomy of a Fall,2023,7.6,Justine Triet,"Crime, Drama, Mystery, Thriller",https://www.imdb.com/title/tt17009710/
1260,tt21192142,All of Us Strangers,2023,7.6,Andrew Haigh,"Drama, Romance",https://www.imdb.com/title/tt21192142/
19,tt0014417,The Wheel,1923,7.5,Abel Gance,Drama,https://www.imdb.com/title/tt0014417/
27,tt0016220,The Phantom of the Opera,1925,7.5,"Rupert Julian, Lon Chaney, Ernst Laemmle, Edward Sedgwick","Horror, Music",https://www.imdb.com/title/tt0016220/
42,tt0018839,The Docks of New York,1928,7.5,Josef von Sternberg,"Crime, Drama, Film-Noir, Romance",https://www.imdb.com/title/tt0018839/
65,tt0021739,The Bitch,1931,7.5,Jean Renoir,"Crime, Drama, Romance",https://www.imdb.com/title/tt0021739/
69,tt0023158,Love Me Tonight,1932,7.5,Rouben Mamoulian,"Comedy, Musical, Romance",https://www.imdb.com/title/tt0023158/
76,tt0024028,Footlight Parade,1933,7.5,Lloyd Bacon,"Comedy, Musical, Romance",https://www.imdb.com/title/tt0024028/
84,tt0024601,Sons of the Desert,1933,7.5,William A. Seiter,"Comedy, Family",https://www.imdb.com/title/tt0024601/
85,tt0024481,Queen Christina,1933,7.5,Rouben Mamoulian,"Biography, Drama, History, Romance",https://www.imdb.com/title/tt0024481/
105,tt0028201,The Story of a Cheat,1936,7.5,Sacha Guitry,Comedy,https://www.imdb.com/title/tt0028201/
109,tt0028445,A Day in the Country,1946,7.5,Jean Renoir,"Short, Comedy, Drama, Romance",https://www.imdb.com/title/tt0028445/
123,tt0030127,The Baker's Wife,1938,7.5,Marcel Pagnol,"Comedy, Drama",https://www.imdb.com/title/tt0030127/
128,tt0032145,Wuthering Heights,1939,7.5,William Wyler,"Drama, Romance",https://www.imdb.com/title/tt0032145/
148,tt0032910,Pinocchio,1940,7.5,"Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen","Animation, Adventure, Comedy, Family, Fantasy, Musical",https://www.imdb.com/title/tt0032910/
154,tt0033717,High Sierra,1941,7.5,Raoul Walsh,"Action, Adventure, Drama, Film-Noir, Thriller",https://www.imdb.com/title/tt0033717/
174,tt0035160,Obsession,1943,7.5,Luchino Visconti,"Crime, Drama, Romance",https://www.imdb.com/title/tt0035160/
177,tt0037059,Meet Me in St. Louis,1944,7.5,Vincente Minnelli,"Comedy, Drama, Family, Musical, Romance",https://www.imdb.com/title/tt0037059/
182,tt0037101,"Murder, My Sweet",1944,7.5,Edward Dmytryk,"Crime, Drama, Film-Noir, Mystery, Thriller",https://www.imdb.com/title/tt0037101/
193,tt0038109,Spellbound,1945,7.5,Alfred Hitchcock,"Drama, Film-Noir, Mystery, Romance, Thriller",https://www.imdb.com/title/tt0038109/
219,tt0040806,The Snake Pit,1948,7.5,Anatole Litvak,"Drama, Mystery",https://www.imdb.com/title/tt0040806/
220,tt0040525,The Lady from Shanghai,1947,7.5,Orson Welles,"Crime, Drama, Film-Noir, Mystery, Thriller",https://www.imdb.com/title/tt0040525/
250,tt0044829,The Lavender Hill Mob,1951,7.5,Charles Crichton,"Comedy, Crime",https://www.imdb.com/title/tt0044829/
264,tt0046345,Summer with Monika,1953,7.5,Ingmar Bergman,"Drama, Romance",https://www.imdb.com/title/tt0046345/
284,tt0047522,A Star Is Born,1954,7.5,George Cukor,"Drama, Musical, Romance",https://www.imdb.com/title/tt0047522/
308,tt0048261,Kiss Me Deadly,1955,7.5,Robert Aldrich,"Crime, Drama, Film-Noir, Mystery, Thriller",https://www.imdb.com/title/tt0048261/
314,tt0047892,Bob le Flambeur,1956,7.5,Jean-Pierre Melville,"Crime, Drama, Thriller",https://www.imdb.com/title/tt0047892/
320,tt0049223,Forbidden Planet,1956,7.5,Fred M. Wilcox,"Adventure, Sci-Fi",https://www.imdb.com/title/tt0049223/
345,tt0051525,The Defiant Ones,1958,7.5,Stanley Kramer,"Crime, Drama",https://www.imdb.com/title/tt0051525/
349,tt0051390,Cairo Station,1958,7.5,Youssef Chahine,"Crime, Drama",https://www.imdb.com/title/tt0051390/
357,tt0053168,Pickpocket,1959,7.5,Robert Bresson,"Crime, Drama",https://www.imdb.com/title/tt0053168/
